"5-digit_FIPS_Code","share_15_19_f","share_20_24_f","share_25_29_f","share_30_34_f","share_35_39_f","share_40_44_f","share_15_19_MALE_f","share_15_19_FEM_f","share_20_24_MALE_f","share_20_24_FEM_f","share_25_29_MALE_f","share_25_29_FEM_f","share_45_64_f","share_65_over_f","POPESTIMATE_f","white_pop_f","black_pop_f","native_pop_f","asian_pop_f","hispanic_pop_f","census_o25_highschool_f","census_o25_college_f","bls_unemployment_rate_f","census_poverty_f","lnarea_f","land_f","pop_density_f","sh_emp_information_f","sh_emp_consre_f","sh_emp_manufac_f","pop_gr_f"
"01001",0.0675814380638539,0.0573172708119496,0.0669151675580286,0.0627014567914573,0.0654025534366953,0.065240487637981,0.0343039273945222,0.0332775106693317,0.0294599607440621,0.0278573100678876,0.033079430248681,0.0338357373093476,0.26893918931086,0.154268633065024,55533,0.743467847946266,0.193866709884213,0.004339761943349,0.0118308033061423,0.028883726793078,0.326077597804445,0.203250282516278,3.6,15.4,6.40421962738037,603.66011065115,91.993820728188,0.00778498593717813,0.0522706210613251,0.0911955535411835,0.260829985141754
"01003",0.0590266472846,0.0502588606463033,0.0573666374712823,0.0554727588721105,0.0609663825084491,0.0592054881208414,0.0292886261813813,0.0297380211032187,0.0253724704339412,0.024886390212362,0.0283072944132874,0.0290593430579949,0.275827597433863,0.204295848599768,218071,0.832838846063897,0.0873935553099679,0.00646578407949704,0.0106158086127912,0.045806182390139,0.276068277218023,0.219513024784168,3.3,10.6,7.61446523666382,1819.92149020052,119.82439966461,0.0103030595928431,0.0861414074897766,0.0671655163168907,0.475152760744095
"01005",0.0585848033109656,0.0588258930365251,0.0719251014585928,0.0667014907381364,0.0613171535339736,0.0577409892715072,0.03073894000884,0.0278458633021256,0.0347571021014988,0.0240687909350263,0.0453650500261181,0.0265600514324748,0.258930365250934,0.194760316631173,24887,0.454614859163419,0.481375818700526,0.00337525615783341,0.0044199783019247,0.0431148792542291,0.356903098002531,0.180872723270786,4.7,28.9,6.80740451812744,837.58064516129,29.7129597535143,0.00429248064756393,0.0204262882471085,0.348579049110413,-0.105857640504837
"01007",0.0567264573991031,0.0586995515695067,0.0773542600896861,0.0716143497757847,0.0677578475336323,0.0646188340807175,0.0305381165919283,0.0261883408071749,0.0345739910313901,0.0241255605381166,0.0447085201793722,0.0326457399103139,0.269955156950673,0.16372197309417,22300,0.746008968609865,0.210582959641256,0.00385650224215247,0.00188340807174888,0.0264125560538117,0.473447401774398,0.186185044359949,3.9,14,6.439621925354,615.298925799887,36.2425466142494,0.00935990363359451,0.265700489282608,0.0945048332214355,0.138926610350609
"01009",0.0636143326986325,0.0549939414921239,0.0618314003808205,0.0583693958802146,0.0604812186255842,0.0607062489181236,0.0327678725982344,0.0308464601003981,0.0289596676475679,0.026034273844556,0.0309676302579193,0.0308637701229012,0.266453176389129,0.183278518262074,57770,0.871698113207547,0.01422883849749,0.00501990652587848,0.00306387398303618,0.0929721308637701,0.340399222752164,0.214298331945391,3.4,14.4,6.47794103622437,649.088852751058,89.0016825202763,0.00685696071013808,0.0633072853088379,0.174294367432594,0.128331482410431
"01011",0.0519429414658141,0.061583866207575,0.0753566158386621,0.0748647319232661,0.0679783571077226,0.0632562715199213,0.0263649778652238,0.0255779636005903,0.0362026561731431,0.0253812100344319,0.0475159862272504,0.0278406296114117,0.266109198229218,0.161928184948352,10165,0.211116576487949,0.694638465322184,0.00245941957697983,0.0014756517461879,0.0812592228234137,0.396537162162162,0.169622747747748,5.3,31.4,6.43797588348389,592.114285714286,17.1672939586952,0.0339622646570206,0.00603773584589362,0,-0.105567544698715
"01013",0.0595679796696315,0.0549936467598475,0.0609402795425667,0.0551969504447268,0.0630241423125794,0.0576874205844981,0.0318170266836086,0.0277509529860229,0.0278526048284625,0.027141041931385,0.030292249047014,0.0306480304955527,0.26002541296061,0.202541296060991,19675,0.512426937738247,0.445489199491741,0.0034561626429479,0.0138246505717916,0.0145362134688691,0.438580069124424,0.168922811059908,5.1,23.5,6.65657234191895,740.666666666667,26.5639063906391,0.0246118269860744,0.0513709932565689,0.233399406075478,-0.0600235015153885
"01015",0.0661428896393638,0.0640343663056221,0.0713835762655515,0.0601672820171832,0.061225918213792,0.0585487060141035,0.0332376769497279,0.0329052126896359,0.0319428161472642,0.032091550158358,0.0355211814729917,0.0358623947925598,0.264414075486885,0.176319795621971,114298,0.718822726556895,0.210309891686644,0.00398957112110448,0.00888904442772402,0.0385571051112005,0.324167561761547,0.258722436342958,4.3,18.6,6.41720581054688,585.646406679873,195.165544766123,0.0149632897228003,0.0292844977229834,0.167080760002136,0.0326617769896984
"01017",0.0562704795948764,0.0596663687816503,0.0708668453976765,0.0548108430145964,0.055674709562109,0.0561215370866845,0.0305034256776884,0.025767053917188,0.0294608281203455,0.0302055406613047,0.0354483169496574,0.0354185284480191,0.279803395889187,0.194578492701817,33570,0.551206434316354,0.397378611855824,0.00223413762287757,0.0119451891569854,0.0255585344057194,0.38448480733322,0.211551519266678,3.9,16.6,6.402099609375,589.59928746242,56.9369751861169,0.0136598367244005,0.0393136739730835,0.323005169630051,-0.074113592505455
"01019",0.0574995198770885,0.0500864221240638,0.0593047820241982,0.0463222584981755,0.0495486844632226,0.0561935855579028,0.0286537353562512,0.0288457845208373,0.0263107355483004,0.0237756865757634,0.0314576531592088,0.0278471288649894,0.29460341847513,0.231111964662954,26035,0.915767236412522,0.0425965047052045,0.00560783560591511,0.00361052429421932,0.0165546379873248,0.383280672628929,0.214266588121887,3.9,15,6.39689636230469,548.507444841025,47.4651716122938,0.00683491071686149,0.0318086221814156,0.2860147356987,0.073530025780201
"01021",0.0646946738045549,0.0566418655294438,0.0680292169494601,0.0581390073496053,0.060611559749569,0.0628572724798113,0.0331866436802468,0.0315080301243081,0.028649850285818,0.0279920152436258,0.0346611015334362,0.033368115416024,0.26576535704564,0.167044732782869,44084,0.803080482714817,0.0994238272389075,0.00328917521096089,0.00449142546048453,0.0772842754740949,0.440539724096264,0.169737857886081,3.7,18.6,6.55222272872925,697.47619047619,63.2050249197788,0.00887887645512819,0.0815001279115677,0.240127220749855,0.101499050855637
"01023",0.0582357533177205,0.0537861046057767,0.0548790007806401,0.0463700234192037,0.0537861046057767,0.0540983606557377,0.0298204527712724,0.0284153005464481,0.0259953161592506,0.0277907884465262,0.0259953161592506,0.0288836846213895,0.28711943793911,0.229664324746292,12810,0.56455893832943,0.414519906323185,0.00179547228727557,0.00163934426229508,0.0104605776736924,0.382153454853752,0.19330224671471,5.4,22.2,6.82530784606934,854.802642305309,14.9859153049093,0.013248847797513,0.0944700464606285,0,-0.181749477982521
"01025",0.0656373878572919,0.059837262674734,0.0618819111203839,0.0479866471938243,0.0585437095764657,0.0575422491132902,0.0325891925725016,0.0330481952847903,0.0297934487794701,0.0300438138952639,0.0297934487794701,0.0320884623409138,0.273732526601294,0.199499269768412,23965,0.525975380763614,0.442144794491967,0.00450657208428959,0.00446484456499061,0.0133945336949718,0.436988737403675,0.171369294605809,6.6,25.4,7.13295269012451,1167.08136101465,20.5341296678451,0.0136721655726433,0.02496656216681,0.243423983454704,-0.122495234012604
"01027",0.0597699421096158,0.0585670250357116,0.0570633786933313,0.0512743402751673,0.0578152018645215,0.0548079091797609,0.0319524847755808,0.027817457334035,0.0302984737989625,0.0282685512367491,0.0269904518457259,0.0300729268476054,0.284715434929705,0.209006841590858,13301,0.807458085858206,0.137433275693557,0.00488685061273588,0.00202992256221337,0.0296970152620104,0.362520193861066,0.194614970382337,4,18.4,6.40687990188599,584.069254424038,22.7729843665823,0.00590245425701141,0.0220565386116505,0.55483067035675,-0.0524615496397018
"01029",0.0612082142619791,0.0497773642586562,0.0626038412972686,0.0540307037947764,0.056954874725859,0.0592144613544228,0.0354888017545026,0.0257194125074766,0.026051704658736,0.0237256595999202,0.0321658802419087,0.0304379610553599,0.273409982056224,0.193593407323719,15047,0.927826144746461,0.0283112912872998,0.00405396424536452,0.00186083604705257,0.0253871203562172,0.39588319770225,0.194255624700814,4.2,18.5,6.32973861694336,558.951294889662,26.9200557142824,0,0.00636363634839654,0.275454550981522,0.054997880011797
"01031",0.0642263470065455,0.0571242106071367,0.0646102462713784,0.062901894542872,0.0635929132195712,0.0641303721903373,0.0334952108566712,0.0307311361498743,0.0290419793846095,0.0280822312225272,0.0325738526210722,0.0320363936503062,0.258268230416339,0.170278518916636,52097,0.696086146995028,0.17148780160086,0.0110562988271877,0.0163541086818819,0.0773940917903142,0.278500229147571,0.232556141154904,3.7,15.1,6.52281332015991,696.005449212229,74.8514254578981,0.00866771303117275,0.0387805439531803,0.25532391667366,0.176635429263115
"01033",0.0568491904675277,0.0565945060942332,0.0681644533381845,0.0592323085319265,0.0578861197016554,0.0570311078770238,0.0285246498089867,0.028324540658541,0.0282881571766418,0.0283063489175914,0.034746225213753,0.0334182281244315,0.272257595051846,0.198199017645989,54970,0.781553574677097,0.158977624158632,0.00547571402583227,0.00627615062761506,0.0289066763689285,0.360448263367669,0.222863502251669,4.3,16.3,6.4331488609314,590.588215660869,93.0766963212913,0.00422842381522059,0.0631593018770218,0.31330394744873,-0.014326230622828
"01035",0.0574037834311807,0.0556914546640574,0.0593607305936073,0.0519406392694064,0.0510437051532942,0.0520221787345075,0.0287018917155903,0.0287018917155903,0.0278864970645793,0.0278049575994781,0.0302511415525114,0.0291095890410959,0.275277234181344,0.225375081539465,12264,0.503180039138943,0.455560991519896,0.00497390737116764,0.00212002609262883,0.0221787345075016,0.487680831826401,0.130877034358047,5.4,22.2,6.74843120574951,794.551262621972,15.4351274448039,0.00755667500197887,0.0298068858683109,0.183459281921387,-0.115148484706879
"01037",0.0465203879838026,0.0511347584518316,0.0564083247010076,0.0456728505508993,0.0497221960636595,0.0553724456163481,0.024390243902439,0.0221301440813636,0.0275920519822959,0.0235427064695357,0.0306055184103965,0.0258028062906112,0.325266032583106,0.234014502307185,10619,0.652792164987287,0.304925134193427,0.003955174686882,0.00122422073641586,0.0253319521612205,0.386148238153098,0.228432563791009,4.1,14,6.50181484222412,597.796584402112,17.7635675363061,0,0.0435339324176311,0.49295774102211,-0.102848909795284
"01039",0.0567404644121861,0.0502527505203687,0.062795664044549,0.0542535074203228,0.0561457573054362,0.0528208039358798,0.0287621982537237,0.0279782661584624,0.0253291163193037,0.0249236342010651,0.0319519909172006,0.0308436731273484,0.273349011975239,0.212148244262428,36993,0.832292595896521,0.12386127105128,0.00602816749114697,0.0042710783121131,0.0177601167788501,0.354338452227854,0.223957939329753,4.5,18.3,6.95061349868774,1023.44266561884,36.145649622328,0.00975259207189083,0.0601580962538719,0.217944771051407,-0.00101344147697091
"01041",0.0618549260194875,0.0546373150487189,0.064741970407795,0.0545651389390112,0.0580295922049801,0.0554312522555034,0.032262721039336,0.0295922049801516,0.026488632262721,0.0281486827859978,0.0318296643810899,0.0329123060267052,0.272609166365933,0.191338866835078,13855,0.710068567304222,0.231757488271382,0.00570191266690725,0.0119090581017683,0.0224467701190906,0.387906976744186,0.173023255813953,4.4,15.7,6.41496610641479,610.219318664931,22.7049514432167,0,0.0413751155138016,0.404928505420685,0.0176272671669722
"01043",0.0603481392557023,0.0548619447779112,0.0695078031212485,0.0598319327731092,0.0592797118847539,0.0610444177671068,0.0308763505402161,0.0294717887154862,0.0281032412965186,0.0267587034813926,0.0342376950780312,0.0352701080432173,0.264645858343337,0.185078031212485,83300,0.919903961584634,0.0118847539015606,0.00536614645858343,0.00596638655462185,0.0440456182472989,0.356253932741383,0.219604278822625,3.4,15.8,6.62674427032471,753.84825273966,110.49969234162,0.00800412055104971,0.0638744682073593,0.215992391109467,0.0637576133012772
"01045",0.059876593326297,0.0651944466996834,0.078428188682309,0.0685231793456199,0.0603434277827393,0.055634488917756,0.0307704798246326,0.0291061135016644,0.0351749614354145,0.0300194852642689,0.0409799464155233,0.0374482422667857,0.250872777462044,0.168649021677356,49268,0.683810992936592,0.203235365754648,0.00621092798571081,0.0135787935373874,0.066940001623772,0.32724222634953,0.261218620813612,4.7,18.4,6.3327465057373,549.397330784752,89.6764458786617,0.00392721546813846,0.100536718964577,0.073308028280735,0.00356771517544985
