"5-digit_FIPS_Code","Uninsured_raw_value","Primary_care_physicians_raw_value","Social_associations_raw_value","Preventable_hospital_stays_raw_value","Uninsured_adults_raw_value","Uninsured_children_raw_value","Health_care_costs_raw_value","Food_environment_index_raw_value","Poor_or_fair_health_raw_value","Poor_physical_health_days_raw_value","Poor_mental_health_days_raw_value","Excessive_drinking_raw_value","Frequent_physical_distress_raw_value","Frequent_mental_distress_raw_value","Insufficient_sleep_raw_value","Adult_smoking_raw_value","Access_to_exercise_opportunities_raw_value","Mental_health_providers_raw_value","Other_primary_care_providers_raw_value","Adult_obesity_raw_value","Physical_inactivity_raw_value","MentalDisordersDeath","Suicide","FIPS_county_code","state_code","distance_austin","distance_washington","distance_sanfrancisco","distance_nyc","distance_chicago","twitter_user_unique","twitter_user_sxsw_fol_Mar06","twitter_user_sxsw_fol_Apr06","twitter_user_sxsw_fol_May06","twitter_user_sxsw_fol_Jun06","twitter_user_sxsw_fol_Jul06","twitter_user_sxsw_fol_Aug06","twitter_user_sxsw_fol_Sep06","twitter_user_sxsw_fol_Oct06","twitter_user_sxsw_fol_Nov06","twitter_user_sxsw_fol_Dec06","twitter_user_sxsw_fol_Jan07","twitter_user_sxsw_fol_Feb07","twitter_user_sxsw_fol_Mar07","pop_density","pop2016","white_pop","black_pop","native_pop","asian_pop","hispanic_pop","share_20_24","share_25_29","share_30_34","share_35_39","share_40_44","share_45_49","fox_news_share","TV_viewership_prime_pop","sh_emp_information","sh_emp_manufac","census_poverty","census_o25_highschool","census_o25_college","bls_unemployment_rate","twitter_user_unique_pop_ln","twitter_user_sxsw_fol_Mar07_d","twitter_user_unique_ln","twitter_user_sxsw_fol_Mar07_ln","census_reg","pop_deciles","pop_gr","share_50_over","twitter_users_csvy_15_ln","sh_emp_consre","lnarea","twitter_user_sxsw_fol_pre06_d","twitter_user_sxsw_fol_pre06","twitter_user_sxsw_fol_pre06_ln","don_D1996_ln","don_R1996_ln","don_can_D2016_ln","don_can_R2016_ln","don_can_D2016_ln_diff","don_can_R2016_ln_diff","d_obama_trump","Republican_county","Democrat_county","swing_county","twitter_user_sxsw_fol_pre06_2","twitter_user_sxsw_fol_pre06_3","twitter_user_sxsw_fol_pre06_4","twitter_user_sxsw_fol_pre06_5","twitter_user_sxsw_fol_pre06_n10","twitter_user_un08_ln","twitter_user_un10_ln","twitter_user_un12_ln","twitter_user_un14_ln","twitter_user_un15_ln","share_15_19_f","share_20_24_f","share_25_29_f","share_30_34_f","share_35_39_f","share_40_44_f","share_15_19_MALE_f","share_15_19_FEM_f","share_20_24_MALE_f","share_20_24_FEM_f","share_25_29_MALE_f","share_25_29_FEM_f","share_45_64_f","share_65_over_f","POPESTIMATE_f","white_pop_f","black_pop_f","native_pop_f","asian_pop_f","hispanic_pop_f","census_o25_highschool_f","census_o25_college_f","bls_unemployment_rate_f","census_poverty_f","lnarea_f","land_f","pop_density_f","sh_emp_information_f","sh_emp_consre_f","sh_emp_manufac_f","pop_gr_f","Poor_mental_health_days_raw_value_ln","Frequent_mental_distress_raw_value_ln","MentalDisordersDeath_ln","Suicide_ln","sh050m","sh100m","sh500m","id","fbname","instnm","expansion_batch","datejoinedfb"
"01001",0.085009665,0.0004150426,12.631730908,6599,0.1096110384,0.0247619048,10413.28,7.2,0.1841112436,4.2005779826,4.3067392835,0.1687801512,0.1282443447,0.1263835707,0.3590540606,0.191246585,0.7112019204,0.0001264748,0.0002348817,0.333,0.347,23.4562480829028,21.0504790487589,"001","01",1083.3380758565,1120.97110197571,3290.24538881472,1447.38556624663,1036.73586049297,684,0,0,0,0,0,0,0,0,0,0,0,0,0,91.8000030517578,55416,0.75,0.190486505627632,0.00485419388860464,0.0114046484231949,0.0268875416368246,0.0594413168728352,0.0642955079674721,0.0624909773468971,0.0644037798047066,0.0687166154384613,0.0711888298392296,0.257386,0.428049,0.00778498593717813,0.0911955535411835,12.9,33.5,22.6,5.2,0.0122674517333508,0,6.5294189453125,0,3,8,0.260829985141754,0.342572540044785,7.82168340682983,0.0522706210613251,6.40421962738037,0,0,0,11.7121448516846,9.70509719848633,8.57602787017822,10.0188674926758,0.974625587463379,3.11011266708374,0,1,0,0,0,0,0,0,1,2.30258512496948,5.01063537597656,6.13556480407715,6.51174545288086,6.5294189453125,0.0696177353441105,0.0608657914722795,0.0644642146757803,0.0626559618096995,0.0643195544464938,0.0689486817836606,0.0361288922642942,0.0334888430798163,0.0311200318252504,0.029745759647029,0.032295396188203,0.0321688184875773,0.267964992224513,0.146341904451919,55302,0.751148240569961,0.18955914795125,0.00408665147734259,0.0117355611008643,0.0265632346027268,0.343306093347228,0.215214172105523,5.1,12.3,6.40421962738037,603.66011065115,91.6111550593386,0.00778498593717813,0.0522706210613251,0.0911955535411835,0.260829985141754,1.460181071038,-2.06843378435658,3.19688572858774,3.09333432722416,0.20641094,0.35084003,0.29131502,0,NA,NA,NA,NA
"01003",0.1069928804,0.0007287966,10.692212904,3833,0.1357031075,0.0323802671,9882.51,8,0.1806045782,4.0987477691,4.2496487805,0.1671496869,0.1262200157,0.1282255819,0.3330586814,0.1679548515,0.6851891477,0.0008345238,0.0003730812,0.31,0.265,60.0096015362458,20.1632261161786,"003","01",959.800290981007,1340.23270783431,3270.84851387894,1666.89634371124,1240.34515467271,4474,0,0,0,0,0,0,0,0,0,0,0,0,0,114.599998474121,208563,0.832021951675415,0.090428315103054,0.00728317117318511,0.0107497498393059,0.0441641137003899,0.0532453022897243,0.0574646517634392,0.0566255748271942,0.0601065382361412,0.0607873871922493,0.0659944489598274,0.264877,0.436512,0.0103030595928431,0.0671655163168907,13.4,28.8,22.7,5.5,0.0212247055023909,0,8.4062614440918,0,3,10,0.475152760744095,0.407349348068237,9.14350605010986,0.0861414074897766,7.61446523666382,0,0,0,10.6176862716675,11.9733076095581,11.7753047943115,12.4903259277344,2.1765775680542,1.55586242675781,0,1,0,0,0,0,0,0,1,4.83628177642822,7.11558198928833,8.07059383392334,8.38274669647217,8.4062614440918,0.0602010712893492,0.0531698325689288,0.057539692088533,0.0564520398292482,0.0605379547324905,0.0606005188005024,0.0302665710559371,0.0299345002334121,0.0270228647605481,0.0261469678083807,0.0282212072940078,0.0293184847945252,0.276788249505503,0.195012199993262,207787,0.83287693647822,0.0900633822135167,0.00662216596803457,0.0101594421210182,0.0442135456019866,0.28692495676904,0.223500493047318,4.9,13,7.61446523666382,1819.92149020052,114.173606454367,0.0103030595928431,0.0861414074897766,0.0671655163168907,0.475152760744095,1.44683633963911,-2.05396420760051,4.11103125402042,3.0522650583262,-0.099280976,-0.6415338,-0.20927942,0,NA,NA,NA,NA
"01005",0.1251319664,0.0003851338,8.4729443482,4736,0.1654223969,0.0290142368,10704.01,5.6,0.2577341563,5.0674383044,4.634994147,0.1269871542,0.1621615961,0.1463231059,0.3856316713,0.2154087757,0.5284262665,7.5503e-05,0.0002642606,0.417,0.235,38.5981164119191,12.866038803973,"005","01",1189.23439031444,1089.87420987911,3425.76451131211,1415.85869497755,1124.46383070386,190,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25965,0.464509904384613,0.475139617919922,0.0036972847301513,0.00450606597587466,0.0421336404979229,0.0640862733125687,0.0713652968406677,0.0709031373262405,0.0622761398553848,0.0617369525134563,0.0638551861047745,0.256356,0.434469,0.00429248064756393,0.348579049110413,26.7,34.5,19.1,8.9,0.00729089975357056,0,5.25227355957031,0,3,6,-0.105857640504837,0.37565952539444,7.0091381072998,0.0204262882471085,6.80740451812744,0,0,0,10.2870817184448,10.6694898605347,6.98007583618164,9.57017993927002,6.98007583618164,-0.110226631164551,0,0,0,1,0,0,0,0,1,1.0986123085022,3.91202306747437,4.90527486801147,5.24174690246582,5.25227355957031,0.0561019049094007,0.0644649217903051,0.0707371844509834,0.0696143719993805,0.0610190490940065,0.0608254607402819,0.0291156884001858,0.0269862165092148,0.0379433173300294,0.0265216044602757,0.0444478860151773,0.0262892984358061,0.260453771101131,0.181082546074028,25828,0.461901811986991,0.476111197150379,0.00286510763512467,0.00429766145268701,0.0431702028805947,0.349268504921956,0.177571110023386,7.5,26.4,6.80740451812744,837.58064516129,30.8364336606971,0.00429248064756393,0.0204262882471085,0.348579049110413,-0.105857640504837,1.53363493623385,-1.92193804836155,3.67878155177359,2.62944259901436,0.3592569,0.51623565,0.6667608,0,NA,NA,NA,NA
"01007",0.0968007528,0.0005741289,10.15766462,5998,0.1229731899,0.0261944677,10859.57,7.6,0.1999691186,4.3633772783,4.3157100192,0.1592515079,0.1316296828,0.1285403606,0.381488654,0.1991640424,0.4859262492,0,0.0004870921,0.376,0.335,36.8221050461013,14.7288420184405,"007","01",1050.68388016032,1120.80527225711,3229.61832293725,1445.96683576728,980.251745023777,140,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7999992370605,22643,0.744159340858459,0.216181606054306,0.00366559205576777,0.00198736926540732,0.0249966885894537,0.0610343143343925,0.0776398852467537,0.0719427615404129,0.067128911614418,0.0681005194783211,0.0734001696109772,0.25826,0.43209,0.00935990363359451,0.0945048332214355,16.8,42.1,21.8,6.6,0.0061638904735446,0,4.94876003265381,0,3,5,0.138926610350609,0.353751718997955,6.81673574447632,0.265700489282608,6.439621925354,0,0,0,5.52545309066772,10.1492137908936,6.69826793670654,8.08054733276367,6.69826793670654,-0.504491806030273,0,1,0,0,0,0,0,0,1,1.3862943649292,3.40119743347168,4.51085948944092,4.94876003265381,4.94876003265381,0.0578574590526782,0.0620628596724214,0.0764940239043825,0.0710048694112439,0.0667994687915007,0.067684816290394,0.0328906595838867,0.0249667994687915,0.0352810978308986,0.0267817618415228,0.0445329791943338,0.0319610447100487,0.272598494909252,0.155644090305445,22590,0.74572819831784,0.215050907481186,0.00318725099601594,0.00185922974767596,0.0245241257193448,0.41815873015873,0.210984126984127,6.3,16.5,6.439621925354,615.298925799887,36.7138622428652,0.00935990363359451,0.265700489282608,0.0945048332214355,0.138926610350609,1.46226185774298,-2.05151233369051,3.63289372128215,2.7554960982409,1.5820246,1.260516,0.91705805,0,NA,NA,NA,NA
"01009",0.1211400416,0.0002252877,9.0115070012,4162,0.1556460417,0.034301362,11179.05,8.5,0.2109532316,4.5127526482,4.7015992588,0.1537872189,0.1372005681,0.138279427,0.3594501042,0.1965215818,0.3227207704,6.93565e-05,8.66957e-05,0.338,0.303,34.0273372166792,18.4555049310802,"009","01",1130.46493539053,1015.05296037222,3244.73080786052,1338.54893492708,877.877534775292,496,0,0,0,0,0,0,0,0,0,0,0,0,0,88.9000015258789,57704,0.874670743942261,0.0143490917980671,0.00506030768156052,0.00265146256424487,0.0906869545578957,0.0559926517307758,0.0593546368181705,0.057586994022131,0.0613822266459465,0.0630112290382385,0.0694752559065819,0.264276,0.43519,0.00685696071013808,0.174294367432594,16.7,33.4,22.4,5.4,0.0085588600486517,0,6.20859003067017,0,3,8,0.128331482410431,0.380077630281448,7.80445528030396,0.0633072853088379,6.47794103622437,0,0,0,8.61268520355225,9.62251663208008,8.29179668426514,9.33459091186523,-0.680413246154785,-0.233493804931641,0,1,0,0,0,0,0,0,1,2.19722461700439,4.52178859710693,5.71042680740356,6.17378616333008,6.20859003067017,0.064258006157914,0.0572129350983701,0.0595960825925861,0.0572303303355541,0.0612834205994399,0.0632664776384226,0.033607598239602,0.030650407918312,0.0296762746360047,0.0275366604623654,0.0298502270078453,0.0297458555847409,0.269504409692626,0.177031328822168,57487,0.876563396941917,0.0140379564075356,0.0045401569050394,0.00253970462887261,0.0895332857863517,0.329423388731253,0.224690920145926,5.2,16.5,6.47794103622437,649.088852751058,88.5656867412692,0.00685696071013808,0.0633072853088379,0.174294367432594,0.128331482410431,1.54790271866783,-1.97847880770357,3.55612881995188,2.96813005989464,1.5820246,1.260516,0.91705805,0,NA,NA,NA,NA
"01011",0.1320648344,0.0002895194,9.6506465933,6767,0.1767180926,0.0278902384,10252.34,4.2,0.2940771388,5.2266193898,4.7919184772,0.1289631731,0.1663247935,0.1484005471,0.4502063587,0.2347829118,0.2219168041,9.34929e-05,0.0006544503,0.372,0.246,31.8806388880033,31.8806388880033,"011","01",1162.64755821989,1091.14269048014,3388.96776909781,1417.64651158208,1094.41088827766,54,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,10362,0.215305924415588,0.692723393440247,0.00318471342325211,0.00260567455552518,0.0778807178139687,0.0635012537240982,0.0711252689361572,0.0752750411629677,0.063983790576458,0.0645628273487091,0.0623431764543056,0.251954,0.430549,0.0339622646570206,0,24.6,33.3,14.6,7.9,0.0051978169940412,0,4.00733327865601,0,3,3,-0.105567544698715,0.364890933036804,6.08722925186157,0.00603773584589362,6.43797588348389,0,0,0,9.76715183258057,9.19380474090576,7.47420501708984,7.28344821929932,7.47420501708984,-0.520802974700928,0,0,1,0,0,0,0,0,1,0,1.7917594909668,3.55534815788269,3.91202306747437,4.00733327865601,0.0524189670097143,0.0645378474559969,0.0727132826776955,0.0779070885832452,0.065114937001058,0.0639607579109358,0.02683466384534,0.0255843031643743,0.0369337308839088,0.0276041165720881,0.0445320765605463,0.0281812061171492,0.272770991632202,0.156391266711551,10397,0.217947484851399,0.695392901798596,0.00278926613446186,0.00192363181687025,0.0734827354044436,0.341470066821219,0.182871948724942,7.6,26.9,6.43797588348389,592.114285714286,17.5591102103841,0.0339622646570206,0.00603773584589362,0,-0.105567544698715,1.56693084839799,-1.90784026159797,3.49288400089955,3.49288400089955,1.0470637,0.92972475,0.79190946,0,NA,NA,NA,NA
"01013",0.1066708425,0.00030003,11.501150115,7962,0.1398282811,0.0249584027,10425.27,6.5,0.265026132,5.1174326174,5.1345730819,0.1304281127,0.1619792823,0.1547420506,0.419110839,0.2219765552,0.4604000573,0.0002480897,0.0004961794,0.433,0.395,40.0153392133651,33.3461160111376,"013","01",1067.62542751828,1182.79373045317,3318.1102302322,1509.48711547749,1122.75770856643,218,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19998,0.522152185440063,0.441044092178345,0.0040004001930356,0.0107510751113296,0.0131013104692101,0.0587058700621128,0.0587558746337891,0.0575057491660118,0.0610561072826385,0.0550555065274239,0.0584558472037315,0.257318,0.43542,0.0246118269860744,0.233399406075478,25.4,37.7,17.4,7.6,0.0108421016484499,0,5.38907194137573,0,3,5,-0.0600235015153885,0.393189340829849,6.84438943862915,0.0513709932565689,6.65657234191895,0,0,0,7.73848819732666,10.0450305938721,7.20860052108765,9.88629055023193,7.20860052108765,2.15611553192139,0,1,0,0,0,0,0,0,1,1.0986123085022,3.98898410797119,5.0434250831604,5.37063789367676,5.38907194137573,0.061626746506986,0.0596806387225549,0.0606287425149701,0.0579840319361277,0.0618263473053892,0.0546407185628743,0.0313373253493014,0.0302894211576846,0.0291916167664671,0.0304890219560878,0.0285928143712575,0.0320359281437126,0.265518962075848,0.190818363273453,20040,0.518263473053892,0.441467065868263,0.00349301397205589,0.0138223552894212,0.013373253493014,0.39852319162664,0.171696895834827,7.4,25.7,6.65657234191895,740.666666666667,27.0567056705671,0.0246118269860744,0.0513709932565689,0.233399406075478,-0.0600235015153885,1.6359967010538,-1.86599573804221,3.71394612389144,3.53648894127499,1.0470637,0.92972475,0.79190946,0,NA,NA,NA,NA
"01015",0.1119820587,0.0006456623,14.309272234,6450,0.1443131635,0.0230452355,11242.72,6.9,0.1958470142,4.2904480661,4.4765721664,0.1543167701,0.1302095258,0.138065685,0.4131434398,0.2046223175,0.4821711703,0.0008908493,0.0004238021,0.385,0.317,44.3530970347201,22.6113828020142,"015","01",1189.58676045876,973.616599869704,3317.24004521548,1299.07086895612,910.015799893704,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,195.699996948242,114611,0.726239204406738,0.207344844937325,0.00488609308376908,0.00919632520526648,0.0357731804251671,0.0641735941171646,0.0716597884893417,0.0606660805642605,0.0615734979510307,0.0586156658828259,0.0632138252258301,0.256843,0.431294,0.0149632897228003,0.167080760002136,20.5,31.8,24.5,7,0.0147668393328786,0,7.44190692901611,0,3,9,0.0326617769896984,0.375286847352982,8.60101985931396,0.0292844977229834,6.41720581054688,0,0,0,11.8720111846924,11.2352199554443,10.1073665618896,11.23499584198,0.348847389221191,1.55458927154541,0,1,0,0,0,0,0,0,1,3.29583692550659,6.12686920166016,7.13169860839844,7.41697978973389,7.44190692901611,0.0665878507597622,0.0649709656107653,0.0716471365485587,0.0608157446364616,0.0611113042873535,0.058251330018429,0.0339980527834765,0.0325897979762857,0.0321203797072221,0.0328505859035432,0.0348934246670607,0.036753711881498,0.268446399388018,0.168555930317466,115036,0.724555791230571,0.207282937515213,0.00393789770158907,0.00924927848673459,0.036605932056052,0.320718017823318,0.252755495099223,6.1,19.6,6.41720581054688,585.646406679873,196.425690805751,0.0149632897228003,0.0292844977229834,0.167080760002136,0.0326617769896984,1.49885761212822,-1.98002572880578,3.81447846606443,3.16172891787088,0.7413718,1.0124226,0.79190946,0,NA,NA,NA,NA
"01017",0.1065698299,0.0005023195,17.728924741,5511,0.1352213801,0.0248532022,9504.93,6.3,0.2521983554,5.0370446678,4.9326462099,0.1352845089,0.1542820773,0.1456000236,0.3726657479,0.2204036962,0.6320911881,0,0.000117223,0.401,0.301,44.2569262089517,28.5211302235467,"017","01",1206.57015302226,1005.88008712685,3385.95733636799,1332.5774510543,1010.60751627162,400,0,0,0,0,0,0,0,0,0,0,0,0,0,57.4000015258789,33843,0.560440838336945,0.393493473529816,0.00254114577546716,0.0108441924676299,0.0226043798029423,0.0630558729171753,0.0641491562128067,0.0554619878530502,0.0550778582692146,0.0593328028917313,0.0645332857966423,0.258878,0.437499,0.0136598367244005,0.323005169630051,21.6,38.4,21.2,6.1,0.0117499809712172,0,5.99396133422852,0,3,6,-0.074113592505455,0.405933290719986,7.38031816482544,0.0393136739730835,6.402099609375,0,0,0,9.34013938903809,9.81743907928467,8.60849571228027,10.4574880599976,1.29460906982422,1.47016620635986,0,1,0,0,0,0,0,0,1,1.60943794250488,4.34380531311035,5.62762117385864,5.96614694595337,5.99396133422852,0.0577618398435185,0.063629897457175,0.0646968170232944,0.0553316341651354,0.0555687274020509,0.0591547626103965,0.0299626578151858,0.0277991820283326,0.0308813941082331,0.032748503348942,0.0333708730958449,0.0313259439274495,0.282140951929346,0.188696579930058,33742,0.558206389662735,0.394137869717266,0.00225238575069646,0.0117657518819276,0.0223460375792781,0.394105810346273,0.203445962941226,5.4,20.3,6.402099609375,589.59928746242,57.2286987408388,0.0136598367244005,0.0393136739730835,0.323005169630051,-0.074113592505455,1.59587560062433,-1.92689198113165,3.81235572382382,3.38510628570487,1.2763326,1.3432139,1.0422066,0,NA,NA,NA,NA
"01019",0.1189542484,0.0003498542,10.106899903,6577,0.1493920871,0.0298169466,11691.18,8.5,0.1929159345,4.2779170785,4.6812529447,0.1523273067,0.1300955694,0.1364344403,0.3535507081,0.1914485261,0.3603062834,0.0002320275,0.0001933563,0.35,0.313,49.0696142870056,19.3695845869759,"019","01",1213.85013499901,941.078567516359,3321.75983690378,1266.08184940689,880.349950597443,227,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9000015258789,25725,0.916929066181183,0.0429154522716999,0.0055976677685976,0.00256559764966369,0.0160544216632843,0.0511564612388611,0.0557823143899441,0.0455587953329086,0.0522060245275497,0.0608746372163296,0.0676773563027382,0.26472,0.43861,0.00683491071686149,0.2860147356987,19.2,36.4,22.1,5.5,0.00878539588302374,0,5.42934560775757,0,3,5,0.073530025780201,0.449251711368561,7.08565044403076,0.0318086221814156,6.39689636230469,0,0,0,9.96829128265381,9.16649341583252,8.8890323638916,8.82025623321533,1.0645866394043,0.386227607727051,0,1,0,0,0,0,0,0,1,1.0986123085022,3.66356158256531,5.00394630432129,5.41164588928223,5.42934560775757,0.060266211339206,0.0517288214521324,0.055531840583647,0.0444720400481198,0.0517288214521324,0.0606930808335597,0.0311614730878187,0.0291047382513873,0.0276689044976522,0.0240599169544802,0.0281345803096744,0.0273972602739726,0.294501144786371,0.222204974969925,25769,0.917264930730723,0.0429197873413792,0.00570452869727192,0.0030656990958128,0.0151732702083899,0.359580614100781,0.229699368781427,5.6,16.4,6.39689636230469,548.507444841025,46.9802192155636,0.00683491071686149,0.0318086221814156,0.2860147356987,0.073530025780201,1.54356579732458,-1.9919110705762,3.91341432283716,3.01404283665698,1.4291786,1.5086095,1.0422066,0,NA,NA,NA,NA
