"5-digit_FIPS_Code","Uninsured_raw_value","Primary_care_physicians_raw_value","Social_associations_raw_value","Preventable_hospital_stays_raw_value","Uninsured_adults_raw_value","Uninsured_children_raw_value","Health_care_costs_raw_value","Food_environment_index_raw_value","Poor_or_fair_health_raw_value","Poor_physical_health_days_raw_value","Poor_mental_health_days_raw_value","Excessive_drinking_raw_value","Frequent_physical_distress_raw_value","Frequent_mental_distress_raw_value","Insufficient_sleep_raw_value","Adult_smoking_raw_value","Access_to_exercise_opportunities_raw_value","Mental_health_providers_raw_value","Other_primary_care_providers_raw_value","Adult_obesity_raw_value","Physical_inactivity_raw_value","FIPS_county_code","state_code","distance_austin","distance_washington","distance_sanfrancisco","distance_nyc","distance_chicago","twitter_user_unique","twitter_user_sxsw_fol_Mar06","twitter_user_sxsw_fol_Apr06","twitter_user_sxsw_fol_May06","twitter_user_sxsw_fol_Jun06","twitter_user_sxsw_fol_Jul06","twitter_user_sxsw_fol_Aug06","twitter_user_sxsw_fol_Sep06","twitter_user_sxsw_fol_Oct06","twitter_user_sxsw_fol_Nov06","twitter_user_sxsw_fol_Dec06","twitter_user_sxsw_fol_Jan07","twitter_user_sxsw_fol_Feb07","twitter_user_sxsw_fol_Mar07","pop_density","pop2016","white_pop","black_pop","native_pop","asian_pop","hispanic_pop","share_20_24","share_25_29","share_30_34","share_35_39","share_40_44","share_45_49","fox_news_share","TV_viewership_prime_pop","sh_emp_information","sh_emp_manufac","census_poverty","census_o25_highschool","census_o25_college","bls_unemployment_rate","twitter_user_unique_pop_ln","twitter_user_sxsw_fol_Mar07_d","twitter_user_unique_ln","twitter_user_sxsw_fol_Mar07_ln","census_reg","pop_deciles","pop_gr","share_50_over","twitter_users_csvy_15_ln","sh_emp_consre","lnarea","twitter_user_sxsw_fol_pre06_d","twitter_user_sxsw_fol_pre06","twitter_user_sxsw_fol_pre06_ln","don_D1996_ln","don_R1996_ln","don_can_D2016_ln","don_can_R2016_ln","don_can_D2016_ln_diff","don_can_R2016_ln_diff","d_obama_trump","Republican_county","Democrat_county","swing_county","twitter_user_sxsw_fol_pre06_2","twitter_user_sxsw_fol_pre06_3","twitter_user_sxsw_fol_pre06_4","twitter_user_sxsw_fol_pre06_5","twitter_user_sxsw_fol_pre06_n10","twitter_user_un08_ln","twitter_user_un10_ln","twitter_user_un12_ln","twitter_user_un14_ln","twitter_user_un15_ln","share_15_19_f","share_20_24_f","share_25_29_f","share_30_34_f","share_35_39_f","share_40_44_f","share_15_19_MALE_f","share_15_19_FEM_f","share_20_24_MALE_f","share_20_24_FEM_f","share_25_29_MALE_f","share_25_29_FEM_f","share_45_64_f","share_65_over_f","POPESTIMATE_f","white_pop_f","black_pop_f","native_pop_f","asian_pop_f","hispanic_pop_f","census_o25_highschool_f","census_o25_college_f","bls_unemployment_rate_f","census_poverty_f","lnarea_f","land_f","pop_density_f","sh_emp_information_f","sh_emp_consre_f","sh_emp_manufac_f","pop_gr_f","Poor_mental_health_days_raw_value_ln","Frequent_mental_distress_raw_value_ln","MentalDisordersDeath_ln","Suicide_ln","MentalDisordersDeath","Suicide","sh050m","sh100m","sh500m","id","fbname","instnm","expansion_batch","datejoinedfb"
"01001",0.085009665,0.0004150426,12.631730908,6599,0.1096110384,0.0247619048,10413.28,7.2,0.1841112436,4.2005779826,4.1818400188,0.1687801512,0.1282443447,0.1256879348,0.3590540606,0.191246585,0.7112019204,0.0001264748,0.0002348817,0.333,0.347,"001","01",1083.3380758565,1120.97110197571,3290.24538881472,1447.38556624663,1036.73586049297,684,0,0,0,0,0,0,0,0,0,0,0,0,0,91.8000030517578,55416,0.75,0.190486505627632,0.00485419388860464,0.0114046484231949,0.0268875416368246,0.0594413168728352,0.0642955079674721,0.0624909773468971,0.0644037798047066,0.0687166154384613,0.0711888298392296,0.257386,0.428049,0.00778498593717813,0.0911955535411835,12.9,33.5,22.6,5.2,0.0122674517333508,0,6.5294189453125,0,3,8,0.260829985141754,0.342572540044785,7.82168340682983,0.0522706210613251,6.40421962738037,0,0,0,11.7121448516846,9.70509719848633,8.57602787017822,10.0188674926758,0.974625587463379,3.11011266708374,0,1,0,0,0,0,0,0,1,2.30258512496948,5.01063537597656,6.13556480407715,6.51174545288086,6.5294189453125,0.0695043986667395,0.0638034351492632,0.0613263391800084,0.062255250168479,0.0621095386408757,0.073183614738721,0.0362275285503524,0.0332768701163871,0.0325847403602718,0.0312186947889915,0.0305265650328762,0.0307997741471322,0.2663606724587,0.142833724933064,54903,0.75575105185509,0.186856820210189,0.00411635065479118,0.0107644391016884,0.0265559259056882,0.335416724028745,0.225859742834329,5.2,12.9,6.40421962738037,603.66011065115,90.9501870858716,0.00778498593717813,0.0522706210613251,0.0911955535411835,0.260829985141754,1.43075134556405,-2.0739531520818,3.31348828717864,2.94733500153476,26.480819460995,18.0551041779511,0.20641094,0.35084003,0.29131502,0,NA,NA,NA,NA
"01003",0.1069928804,0.0007287966,10.692212904,3833,0.1357031075,0.0323802671,9882.51,8,0.1806045782,4.0987477691,3.9660892942,0.1671496869,0.1262200157,0.1248073144,0.3330586814,0.1679548515,0.6851891477,0.0008345238,0.0003730812,0.31,0.265,"003","01",959.800290981007,1340.23270783431,3270.84851387894,1666.89634371124,1240.34515467271,4474,0,0,0,0,0,0,0,0,0,0,0,0,0,114.599998474121,208563,0.832021951675415,0.090428315103054,0.00728317117318511,0.0107497498393059,0.0441641137003899,0.0532453022897243,0.0574646517634392,0.0566255748271942,0.0601065382361412,0.0607873871922493,0.0659944489598274,0.264877,0.436512,0.0103030595928431,0.0671655163168907,13.4,28.8,22.7,5.5,0.0212247055023909,0,8.4062614440918,0,3,10,0.475152760744095,0.407349348068237,9.14350605010986,0.0861414074897766,7.61446523666382,0,0,0,10.6176862716675,11.9733076095581,11.7753047943115,12.4903259277344,2.1765775680542,1.55586242675781,0,1,0,0,0,0,0,0,1,4.83628177642822,7.11558198928833,8.07059383392334,8.38274669647217,8.4062614440918,0.0604034445916071,0.0553271525004801,0.0562134110614916,0.0568387157128719,0.0597190560361593,0.0637613798061063,0.0306153096242756,0.0297881349673315,0.0282568771202505,0.0270702753802295,0.0277940532050556,0.028419357856436,0.275582099546531,0.189816889133978,203101,0.833378466871163,0.091230471538791,0.00649922944741779,0.00983254636855555,0.0435152953456655,0.287815417405712,0.226859657958701,5.5,13.4,7.61446523666382,1819.92149020052,111.598770108276,0.0103030595928431,0.0861414074897766,0.0671655163168907,0.475152760744095,1.37778054477103,-2.08098421578989,3.99030469640125,3.06395442611714,53.0713622030657,20.4120623857945,-0.099280976,-0.6415338,-0.20927942,0,NA,NA,NA,NA
"01005",0.1251319664,0.0003851338,8.4729443482,4736,0.1654223969,0.0290142368,10704.01,5.6,0.2577341563,5.0674383044,4.7680781875,0.1269871542,0.1621615961,0.1510871039,0.3856316713,0.2154087757,0.5284262665,7.5503e-05,0.0002642606,0.417,0.235,"005","01",1189.23439031444,1089.87420987911,3425.76451131211,1415.85869497755,1124.46383070386,190,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25965,0.464509904384613,0.475139617919922,0.0036972847301513,0.00450606597587466,0.0421336404979229,0.0640862733125687,0.0713652968406677,0.0709031373262405,0.0622761398553848,0.0617369525134563,0.0638551861047745,0.256356,0.434469,0.00429248064756393,0.348579049110413,26.7,34.5,19.1,8.9,0.00729089975357056,0,5.25227355957031,0,3,6,-0.105857640504837,0.37565952539444,7.0091381072998,0.0204262882471085,6.80740451812744,0,0,0,10.2870817184448,10.6694898605347,6.98007583618164,9.57017993927002,6.98007583618164,-0.110226631164551,0,0,0,1,0,0,0,0,1,1.0986123085022,3.91202306747437,4.90527486801147,5.24174690246582,5.25227355957031,0.0536501901140684,0.0665399239543726,0.0699239543726236,0.0709505703422053,0.0613688212927757,0.0638403041825095,0.0280988593155894,0.0255513307984791,0.0397338403041825,0.0268060836501901,0.0437262357414449,0.0261977186311787,0.263003802281369,0.173269961977186,26300,0.463307984790875,0.476920152091255,0.00262357414448669,0.00433460076045627,0.0418250950570342,0.345065929391748,0.191035729476818,8.9,26.7,6.80740451812744,837.58064516129,31.3999614866166,0.00429248064756393,0.0204262882471085,0.348579049110413,-0.105857640504837,1.56194332801366,-1.88989876145963,3.69067420260454,2.69895606788881,39.0718544006251,13.8642064002218,0.3592569,0.51623565,0.6667608,0,NA,NA,NA,NA
"01007",0.0968007528,0.0005741289,10.15766462,5998,0.1229731899,0.0261944677,10859.57,7.6,0.1999691186,4.3633772783,4.3680624999,0.1592515079,0.1316296828,0.133375711,0.381488654,0.1991640424,0.4859262492,0,0.0004870921,0.376,0.335,"007","01",1050.68388016032,1120.80527225711,3229.61832293725,1445.96683576728,980.251745023777,140,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7999992370605,22643,0.744159340858459,0.216181606054306,0.00366559205576777,0.00198736926540732,0.0249966885894537,0.0610343143343925,0.0776398852467537,0.0719427615404129,0.067128911614418,0.0681005194783211,0.0734001696109772,0.25826,0.43209,0.00935990363359451,0.0945048332214355,16.8,42.1,21.8,6.6,0.0061638904735446,0,4.94876003265381,0,3,5,0.138926610350609,0.353751718997955,6.81673574447632,0.265700489282608,6.439621925354,0,0,0,5.52545309066772,10.1492137908936,6.69826793670654,8.08054733276367,6.69826793670654,-0.504491806030273,0,1,0,0,0,0,0,0,1,1.3862943649292,3.40119743347168,4.51085948944092,4.94876003265381,4.94876003265381,0.0591495588170088,0.0648694187026116,0.074047798519044,0.0701902185961956,0.0677071786458564,0.071609098567818,0.0331663193366736,0.0259832394803352,0.035915399281692,0.0289540194209196,0.0434975391300492,0.0305502593889948,0.272025894559482,0.152440916951182,22553,0.744424245111515,0.217886755642265,0.0032811599343768,0.001773599964528,0.0234115195317696,0.420628319150298,0.218376095719496,6.6,16.8,6.439621925354,615.298925799887,36.653728869559,0.00935990363359451,0.265700489282608,0.0945048332214355,0.138926610350609,1.4743195469254,-2.01458523854031,3.59549604737449,3.1418265261317,35.4337683812673,22.1461052382921,1.5820246,1.260516,0.91705805,0,NA,NA,NA,NA
"01009",0.1211400416,0.0002252877,9.0115070012,4162,0.1556460417,0.034301362,11179.05,8.5,0.2109532316,4.5127526482,4.4838318637,0.1537872189,0.1372005681,0.1347137314,0.3594501042,0.1965215818,0.3227207704,6.93565e-05,8.66957e-05,0.338,0.303,"009","01",1130.46493539053,1015.05296037222,3244.73080786052,1338.54893492708,877.877534775292,496,0,0,0,0,0,0,0,0,0,0,0,0,0,88.9000015258789,57704,0.874670743942261,0.0143490917980671,0.00506030768156052,0.00265146256424487,0.0906869545578957,0.0559926517307758,0.0593546368181705,0.057586994022131,0.0613822266459465,0.0630112290382385,0.0694752559065819,0.264276,0.43519,0.00685696071013808,0.174294367432594,16.7,33.4,22.4,5.4,0.0085588600486517,0,6.20859003067017,0,3,8,0.128331482410431,0.380077630281448,7.80445528030396,0.0633072853088379,6.47794103622437,0,0,0,8.61268520355225,9.62251663208008,8.29179668426514,9.33459091186523,-0.680413246154785,-0.233493804931641,0,1,0,0,0,0,0,0,1,2.19722461700439,4.52178859710693,5.71042680740356,6.17378616333008,6.20859003067017,0.0637177370296341,0.0593725558355783,0.0569740158164595,0.0581385243764665,0.0609368210654384,0.0661684192230816,0.0338228904145303,0.0298948466151038,0.0308855479273486,0.0284870079082298,0.0285217693577822,0.0284522464586773,0.268653862866082,0.173720344138351,57535,0.878752063961067,0.0144607630138177,0.00491874511167116,0.00253758581732858,0.0871643347527592,0.334424482338611,0.223990052781161,5.4,16.7,6.47794103622437,649.088852751058,88.6396365553765,0.00685696071013808,0.0633072853088379,0.174294367432594,0.128331482410431,1.50047800756219,-2.00460326015265,3.66686721915521,2.87659444758819,38.1291306558211,16.7537089245274,1.5820246,1.260516,0.91705805,0,NA,NA,NA,NA
"01011",0.1320648344,0.0002895194,9.6506465933,6767,0.1767180926,0.0278902384,10252.34,4.2,0.2940771388,5.2266193898,4.5660296529,0.1289631731,0.1663247935,0.1470543241,0.4502063587,0.2347829118,0.2219168041,9.34929e-05,0.0006544503,0.372,0.246,"011","01",1162.64755821989,1091.14269048014,3388.96776909781,1417.64651158208,1094.41088827766,54,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,10362,0.215305924415588,0.692723393440247,0.00318471342325211,0.00260567455552518,0.0778807178139687,0.0635012537240982,0.0711252689361572,0.0752750411629677,0.063983790576458,0.0645628273487091,0.0623431764543056,0.251954,0.430549,0.0339622646570206,0,24.6,33.3,14.6,7.9,0.0051978169940412,0,4.00733327865601,0,3,3,-0.105567544698715,0.364890933036804,6.08722925186157,0.00603773584589362,6.43797588348389,0,0,0,9.76715183258057,9.19380474090576,7.47420501708984,7.28344821929932,7.47420501708984,-0.520802974700928,0,0,1,0,0,0,0,0,1,0,1.7917594909668,3.55534815788269,3.91202306747437,4.00733327865601,0.0542099192618224,0.0671856978085352,0.0739138792772011,0.0740099961553249,0.0635332564398308,0.065840061514802,0.0272971933871588,0.0269127258746636,0.038638985005767,0.0285467128027682,0.0446943483275663,0.0292195309496348,0.276336024605921,0.153114186851211,10404,0.217320261437909,0.697904652056901,0.00288350634371396,0.00192233756247597,0.0723760092272203,0.333154073675719,0.145603656897015,7.9,24.6,6.43797588348389,592.114285714286,17.5709322524609,0.0339622646570206,0.00603773584589362,0,-0.105567544698715,1.51864404237035,-1.91695320877013,2.98844983442201,3.47892357605919,18.8548802715103,31.4248004525171,1.0470637,0.92972475,0.79190946,0,NA,NA,NA,NA
"01013",0.1066708425,0.00030003,11.501150115,7962,0.1398282811,0.0249584027,10425.27,6.5,0.265026132,5.1174326174,4.9779910075,0.1304281127,0.1619792823,0.1552981365,0.419110839,0.2219765552,0.4604000573,0.0002480897,0.0004961794,0.433,0.395,"013","01",1067.62542751828,1182.79373045317,3318.1102302322,1509.48711547749,1122.75770856643,218,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19998,0.522152185440063,0.441044092178345,0.0040004001930356,0.0107510751113296,0.0131013104692101,0.0587058700621128,0.0587558746337891,0.0575057491660118,0.0610561072826385,0.0550555065274239,0.0584558472037315,0.257318,0.43542,0.0246118269860744,0.233399406075478,25.4,37.7,17.4,7.6,0.0108421016484499,0,5.38907194137573,0,3,5,-0.0600235015153885,0.393189340829849,6.84438943862915,0.0513709932565689,6.65657234191895,0,0,0,7.73848819732666,10.0450305938721,7.20860052108765,9.88629055023193,7.20860052108765,2.15611553192139,0,1,0,0,0,0,0,0,1,1.0986123085022,3.98898410797119,5.0434250831604,5.37063789367676,5.38907194137573,0.0634668782229274,0.0594506148353828,0.0582606108687029,0.0598472828242761,0.0621777072590242,0.0561781039270131,0.031981356604522,0.0314855216184054,0.0292542641808806,0.0301963506545022,0.0268246727489092,0.0314359381197937,0.267453391511305,0.185541451804839,20168,0.521816739389131,0.440747719159064,0.00307417691392305,0.0120487901626339,0.0132883776279254,0.376821949128322,0.173692483566733,7.6,25.4,6.65657234191895,740.666666666667,27.2295229522952,0.0246118269860744,0.0513709932565689,0.233399406075478,-0.0600235015153885,1.6050263974954,-1.86240854825557,3.6648232191935,3.52889522254827,38.0492323980942,33.0862890418211,1.0470637,0.92972475,0.79190946,0,NA,NA,NA,NA
"01015",0.1119820587,0.0006456623,14.309272234,6450,0.1443131635,0.0230452355,11242.72,6.9,0.1958470142,4.2904480661,4.6655153388,0.1543167701,0.1302095258,0.1415397562,0.4131434398,0.2046223175,0.4821711703,0.0008908493,0.0004238021,0.385,0.317,"015","01",1189.58676045876,973.616599869704,3317.24004521548,1299.07086895612,910.015799893704,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,195.699996948242,114611,0.726239204406738,0.207344844937325,0.00488609308376908,0.00919632520526648,0.0357731804251671,0.0641735941171646,0.0716597884893417,0.0606660805642605,0.0615734979510307,0.0586156658828259,0.0632138252258301,0.256843,0.431294,0.0149632897228003,0.167080760002136,20.5,31.8,24.5,7,0.0147668393328786,0,7.44190692901611,0,3,9,0.0326617769896984,0.375286847352982,8.60101985931396,0.0292844977229834,6.41720581054688,0,0,0,11.8720111846924,11.2352199554443,10.1073665618896,11.23499584198,0.348847389221191,1.55458927154541,0,1,0,0,0,0,0,0,1,3.29583692550659,6.12686920166016,7.13169860839844,7.41697978973389,7.44190692901611,0.0664474253569883,0.0691562094331458,0.0691475551709217,0.0609606231068801,0.0605106014712246,0.0601730852444829,0.0337170056252704,0.0327304197317179,0.0341497187364777,0.0350064906966681,0.0337343141497187,0.0354132410212029,0.269493725659887,0.1640501947209,115550,0.727442665512765,0.207226308957161,0.0039463435742103,0.00884465599307659,0.0348334054521852,0.318449809402795,0.244790343074968,7,20.5,6.41720581054688,585.646406679873,197.303353494598,0.0149632897228003,0.0292844977229834,0.167080760002136,0.0326617769896984,1.54019829739418,-1.95517463881726,3.89093223101075,2.96986326575145,47.9565040286352,18.489254565257,0.7413718,1.0124226,0.79190946,0,NA,NA,NA,NA
"01017",0.1065698299,0.0005023195,17.728924741,5511,0.1352213801,0.0248532022,9504.93,6.3,0.2521983554,5.0370446678,4.7323618611,0.1352845089,0.1542820773,0.1471791178,0.3726657479,0.2204036962,0.6320911881,0,0.000117223,0.401,0.301,"017","01",1206.57015302226,1005.88008712685,3385.95733636799,1332.5774510543,1010.60751627162,400,0,0,0,0,0,0,0,0,0,0,0,0,0,57.4000015258789,33843,0.560440838336945,0.393493473529816,0.00254114577546716,0.0108441924676299,0.0226043798029423,0.0630558729171753,0.0641491562128067,0.0554619878530502,0.0550778582692146,0.0593328028917313,0.0645332857966423,0.258878,0.437499,0.0136598367244005,0.323005169630051,21.6,38.4,21.2,6.1,0.0117499809712172,0,5.99396133422852,0,3,6,-0.074113592505455,0.405933290719986,7.38031816482544,0.0393136739730835,6.402099609375,0,0,0,9.34013938903809,9.81743907928467,8.60849571228027,10.4574880599976,1.29460906982422,1.47016620635986,0,1,0,0,0,0,0,0,1,1.60943794250488,4.34380531311035,5.62762117385864,5.96614694595337,5.99396133422852,0.0594274955135183,0.0642523020799623,0.062810744020476,0.0547203671560119,0.0557500514842164,0.0605160189461916,0.0315377599952929,0.0278897355182254,0.031684857756465,0.0325674443234974,0.0318613750698714,0.0309493689506046,0.282898414286135,0.185343179076814,33991,0.560913182901356,0.394486775911271,0.0023535641787532,0.0112088494013121,0.020417169250684,0.383807844125304,0.212102124800538,6.1,21.6,6.402099609375,589.59928746242,57.651019468314,0.0136598367244005,0.0393136739730835,0.323005169630051,-0.074113592505455,1.55442441426169,-1.91610494552257,3.87202263874448,3.1161673408814,47.0394543423296,21.5597499069011,1.2763326,1.3432139,1.0422066,0,NA,NA,NA,NA
"01019",0.1189542484,0.0003498542,10.106899903,6577,0.1493920871,0.0298169466,11691.18,8.5,0.1929159345,4.2779170785,4.5243152951,0.1523273067,0.1300955694,0.137167016,0.3535507081,0.1914485261,0.3603062834,0.0002320275,0.0001933563,0.35,0.313,"019","01",1213.85013499901,941.078567516359,3321.75983690378,1266.08184940689,880.349950597443,227,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9000015258789,25725,0.916929066181183,0.0429154522716999,0.0055976677685976,0.00256559764966369,0.0160544216632843,0.0511564612388611,0.0557823143899441,0.0455587953329086,0.0522060245275497,0.0608746372163296,0.0676773563027382,0.26472,0.43861,0.00683491071686149,0.2860147356987,19.2,36.4,22.1,5.5,0.00878539588302374,0,5.42934560775757,0,3,5,0.073530025780201,0.449251711368561,7.08565044403076,0.0318086221814156,6.39689636230469,0,0,0,9.96829128265381,9.16649341583252,8.8890323638916,8.82025623321533,1.0645866394043,0.386227607727051,0,1,0,0,0,0,0,0,1,1.0986123085022,3.66356158256531,5.00394630432129,5.41164588928223,5.42934560775757,0.0582773223512957,0.0556354170713703,0.0501962003185827,0.0454563114340106,0.0519833715373558,0.0640273514899569,0.030148801429737,0.0281285209215587,0.0299933952368002,0.0256420218345701,0.0257585764792727,0.02443762383931,0.295466024321069,0.217024748436225,25739,0.917712420839971,0.043358327829364,0.00532266210808501,0.00287501456933059,0.0151521038113369,0.364471015266361,0.220775061385716,5.5,19.2,6.39689636230469,548.507444841025,46.9255253362331,0.00683491071686149,0.0318086221814156,0.2860147356987,0.073530025780201,1.50946624970247,-1.98655600075629,3.96143099996558,3.07329398825677,51.532446116386,20.6129784465544,1.4291786,1.5086095,1.0422066,0,NA,NA,NA,NA
