"5-digit_FIPS_Code","Uninsured_raw_value","Primary_care_physicians_raw_value","Social_associations_raw_value","Preventable_hospital_stays_raw_value","Uninsured_adults_raw_value","Uninsured_children_raw_value","Health_care_costs_raw_value","Food_environment_index_raw_value","Poor_or_fair_health_raw_value","Poor_physical_health_days_raw_value","Poor_mental_health_days_raw_value","Excessive_drinking_raw_value","Frequent_physical_distress_raw_value","Frequent_mental_distress_raw_value","Insufficient_sleep_raw_value","Adult_smoking_raw_value","Access_to_exercise_opportunities_raw_value","Mental_health_providers_raw_value","Other_primary_care_providers_raw_value","Adult_obesity_raw_value","Physical_inactivity_raw_value","MentalDisordersDeath","Suicide","FIPS_county_code","state_code","distance_austin","distance_washington","distance_sanfrancisco","distance_nyc","distance_chicago","twitter_user_unique","twitter_user_sxsw_fol_Mar06","twitter_user_sxsw_fol_Apr06","twitter_user_sxsw_fol_May06","twitter_user_sxsw_fol_Jun06","twitter_user_sxsw_fol_Jul06","twitter_user_sxsw_fol_Aug06","twitter_user_sxsw_fol_Sep06","twitter_user_sxsw_fol_Oct06","twitter_user_sxsw_fol_Nov06","twitter_user_sxsw_fol_Dec06","twitter_user_sxsw_fol_Jan07","twitter_user_sxsw_fol_Feb07","twitter_user_sxsw_fol_Mar07","pop_density","pop2016","white_pop","black_pop","native_pop","asian_pop","hispanic_pop","share_20_24","share_25_29","share_30_34","share_35_39","share_40_44","share_45_49","fox_news_share","TV_viewership_prime_pop","sh_emp_information","sh_emp_manufac","census_poverty","census_o25_highschool","census_o25_college","bls_unemployment_rate","twitter_user_unique_pop_ln","twitter_user_sxsw_fol_Mar07_d","twitter_user_unique_ln","twitter_user_sxsw_fol_Mar07_ln","census_reg","pop_deciles","pop_gr","share_50_over","twitter_users_csvy_15_ln","sh_emp_consre","lnarea","twitter_user_sxsw_fol_pre06_d","twitter_user_sxsw_fol_pre06","twitter_user_sxsw_fol_pre06_ln","don_D1996_ln","don_R1996_ln","don_can_D2016_ln","don_can_R2016_ln","don_can_D2016_ln_diff","don_can_R2016_ln_diff","d_obama_trump","Republican_county","Democrat_county","swing_county","twitter_user_sxsw_fol_pre06_2","twitter_user_sxsw_fol_pre06_3","twitter_user_sxsw_fol_pre06_4","twitter_user_sxsw_fol_pre06_5","twitter_user_sxsw_fol_pre06_n10","twitter_user_un08_ln","twitter_user_un10_ln","twitter_user_un12_ln","twitter_user_un14_ln","twitter_user_un15_ln","share_15_19_f","share_20_24_f","share_25_29_f","share_30_34_f","share_35_39_f","share_40_44_f","share_15_19_MALE_f","share_15_19_FEM_f","share_20_24_MALE_f","share_20_24_FEM_f","share_25_29_MALE_f","share_25_29_FEM_f","share_45_64_f","share_65_over_f","POPESTIMATE_f","white_pop_f","black_pop_f","native_pop_f","asian_pop_f","hispanic_pop_f","census_o25_highschool_f","census_o25_college_f","bls_unemployment_rate_f","census_poverty_f","lnarea_f","land_f","pop_density_f","sh_emp_information_f","sh_emp_consre_f","sh_emp_manufac_f","pop_gr_f","Poor_mental_health_days_raw_value_ln","Frequent_mental_distress_raw_value_ln","MentalDisordersDeathln","Suicideln","MentalDisordersDeath_ln","Suicide_ln","sh050m","sh100m","sh500m","id","fbname","instnm","expansion_batch","datejoinedfb"
"01001",0.1101623445,0.0004151999,13.719649788,58.59,0.1421476789,0.0346987952,9858.62,6.9,0.194,4.4,4.3,0.151,0.129,0.128,0.376,0.187,0.708214986,0.000126706,0.0001629077,0.364,0.309,28.3152999011977,16.266236113454,"001","01",1083.3380758565,1120.97110197571,3290.24538881472,1447.38556624663,1036.73586049297,684,0,0,0,0,0,0,0,0,0,0,0,0,0,91.8000030517578,55416,0.75,0.190486505627632,0.00485419388860464,0.0114046484231949,0.0268875416368246,0.0594413168728352,0.0642955079674721,0.0624909773468971,0.0644037798047066,0.0687166154384613,0.0711888298392296,0.257386,0.428049,0.00778498593717813,0.0911955535411835,12.9,33.5,22.6,5.2,0.0122674517333508,0,6.5294189453125,0,3,8,0.260829985141754,0.342572540044785,7.82168340682983,0.0522706210613251,6.40421962738037,0,0,0,11.7121448516846,9.70509719848633,8.57602787017822,10.0188674926758,0.974625587463379,3.11011266708374,0,1,0,0,0,0,0,0,1,2.30258512496948,5.01063537597656,6.13556480407715,6.51174545288086,6.5294189453125,0.0712282873893886,0.0647099522959834,0.0611958777903208,0.061123047230618,0.0637631550198463,0.0751247223334911,0.0375623611667456,0.033665926222643,0.0329922435453916,0.0317177087505917,0.0305888350751976,0.0306070427151233,0.26297294344707,0.138359855795492,54922,0.761206802374276,0.181930738137723,0.00442445650194822,0.0103601471177306,0.0258002257747351,33.5,22.9,5.8,12.8,6.40421962738037,603.66011065115,90.9816617512748,0.00778498593717813,0.0522706210613251,0.0911955535411835,0.260829985141754,1.45861502269952,-2.05572501506252,3.34340229111122,2.78909155540549,3.37810956066225,2.84875292477219,0.20641094,0.35084003,0.29131502,0,NA,NA,NA,NA
"01003",0.1613299188,0.0007395895,11.543593306,47.61,0.2045904166,0.0491099636,9412.78,7.5,0.16,4.1,4.2,0.151,0.122,0.128,0.328,0.186,0.721685458,0.0007261941,0.0002915005,0.293,0.245,58.0619327282435,20.0213561131874,"003","01",959.800290981007,1340.23270783431,3270.84851387894,1666.89634371124,1240.34515467271,4474,0,0,0,0,0,0,0,0,0,0,0,0,0,114.599998474121,208563,0.832021951675415,0.090428315103054,0.00728317117318511,0.0107497498393059,0.0441641137003899,0.0532453022897243,0.0574646517634392,0.0566255748271942,0.0601065382361412,0.0607873871922493,0.0659944489598274,0.264877,0.436512,0.0103030595928431,0.0671655163168907,13.4,28.8,22.7,5.5,0.0212247055023909,0,8.4062614440918,0,3,10,0.475152760744095,0.407349348068237,9.14350605010986,0.0861414074897766,7.61446523666382,0,0,0,10.6176862716675,11.9733076095581,11.7753047943115,12.4903259277344,2.1765775680542,1.55586242675781,0,1,0,0,0,0,0,0,1,4.83628177642822,7.11558198928833,8.07059383392334,8.38274669647217,8.4062614440918,0.0602239772008871,0.0564057278757288,0.0557986212156182,0.0576400108376065,0.0584427965038684,0.066370304958205,0.0303202111326302,0.0299037660682568,0.0289354058583284,0.0274703220174004,0.0274803568382287,0.0283182643773895,0.275962590187952,0.185403349623192,199306,0.833256399706983,0.0925160306262732,0.00657280764251954,0.00943273157857766,0.0431447121511645,28.8,22.9,6.1,13.8,7.61446523666382,1819.92149020052,109.513515320949,0.0103030595928431,0.0861414074897766,0.0671655163168907,0.475152760744095,1.43508452528932,-2.05572501506252,4.06151024650684,2.99679950951441,4.07858660060667,3.04553887874301,-0.099280976,-0.6415338,-0.20927942,0,NA,NA,NA,NA
"01005",0.1534209428,0.0004091196,8.182392978,73.5,0.1988075961,0.0449667859,10117.09,4.9,0.257,4.9,4.7,0.124,0.154,0.149,0.396,0.214,0.4526714499,3.69331e-05,0.0001107992,0.442,0.306,45.9901556207428,7.45786307363397,"005","01",1189.23439031444,1089.87420987911,3425.76451131211,1415.85869497755,1124.46383070386,190,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25965,0.464509904384613,0.475139617919922,0.0036972847301513,0.00450606597587466,0.0421336404979229,0.0640862733125687,0.0713652968406677,0.0709031373262405,0.0622761398553848,0.0617369525134563,0.0638551861047745,0.256356,0.434469,0.00429248064756393,0.348579049110413,26.7,34.5,19.1,8.9,0.00729089975357056,0,5.25227355957031,0,3,6,-0.105857640504837,0.37565952539444,7.0091381072998,0.0204262882471085,6.80740451812744,0,0,0,10.2870817184448,10.6694898605347,6.98007583618164,9.57017993927002,6.98007583618164,-0.110226631164551,0,0,0,1,0,0,0,0,1,1.0986123085022,3.91202306747437,4.90527486801147,5.24174690246582,5.25227355957031,0.0527495517035266,0.0682531380753138,0.0722878063359235,0.0703078302450687,0.0586147638971907,0.0664225941422594,0.0282053197848177,0.0245442319187089,0.0401225343693963,0.0281306037059175,0.0448670053795577,0.0274208009563658,0.26677375971309,0.165197250448296,26768,0.465144949193066,0.475455768081291,0.00280185295875672,0.00429617453676031,0.0423266586969516,33.4,20.5,10.5,24.1,6.80740451812744,837.58064516129,31.9587136529944,0.00429248064756393,0.0204262882471085,0.348579049110413,-0.105857640504837,1.54756250871601,-1.90380897303668,3.82842736534134,2.00926892192517,3.84993812489351,2.13509654994242,0.3592569,0.51623565,0.6667608,0,NA,NA,NA,NA
"01007",0.1356417144,0.0003998934,10.219497023,77.35,0.1717252396,0.0395445135,10817.25,7.3,0.22,4.8,4.6,0.138,0.148,0.143,0.406,0.21,0.3283875191,0,8.88415e-05,0.384,0.375,45.8573098031094,17.7512166979778,"007","01",1050.68388016032,1120.80527225711,3229.61832293725,1445.96683576728,980.251745023777,140,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7999992370605,22643,0.744159340858459,0.216181606054306,0.00366559205576777,0.00198736926540732,0.0249966885894537,0.0610343143343925,0.0776398852467537,0.0719427615404129,0.067128911614418,0.0681005194783211,0.0734001696109772,0.25826,0.43209,0.00935990363359451,0.0945048332214355,16.8,42.1,21.8,6.6,0.0061638904735446,0,4.94876003265381,0,3,5,0.138926610350609,0.353751718997955,6.81673574447632,0.265700489282608,6.439621925354,0,0,0,5.52545309066772,10.1492137908936,6.69826793670654,8.08054733276367,6.69826793670654,-0.504491806030273,0,1,0,0,0,0,0,0,1,1.3862943649292,3.40119743347168,4.51085948944092,4.94876003265381,4.94876003265381,0.0586930482232377,0.0661017701078036,0.071159220975112,0.0717803114325008,0.0678763142717714,0.0731555831595759,0.0323410673883146,0.026351980834923,0.0368661550064327,0.0292356151013708,0.0425003327270307,0.0286588882480813,0.271727075107582,0.148795528148707,22541,0.748902000798545,0.215828933942594,0.00328290670334058,0.00168581695576949,0.0214276207799122,40.1,21.5,7.2,17,6.439621925354,615.298925799887,36.6342261538922,0.00935990363359451,0.265700489282608,0.0945048332214355,0.138926610350609,1.52605630349505,-1.94491064872223,3.82553461463432,2.87645405993718,3.84710702219372,2.93125864086993,1.5820246,1.260516,0.91705805,0,NA,NA,NA,NA
"01009",0.1647524835,0.0001905785,8.4894055684,63.02,0.2081461166,0.0565343522,10035.61,8.3,0.207,4.6,4.5,0.141,0.139,0.138,0.362,0.194,0.2550853076,5.18385e-05,6.91181e-05,0.358,0.29,43.2865453873857,15.0060024009604,"009","01",1130.46493539053,1015.05296037222,3244.73080786052,1338.54893492708,877.877534775292,496,0,0,0,0,0,0,0,0,0,0,0,0,0,88.9000015258789,57704,0.874670743942261,0.0143490917980671,0.00506030768156052,0.00265146256424487,0.0906869545578957,0.0559926517307758,0.0593546368181705,0.057586994022131,0.0613822266459465,0.0630112290382385,0.0694752559065819,0.264276,0.43519,0.00685696071013808,0.174294367432594,16.7,33.4,22.4,5.4,0.0085588600486517,0,6.20859003067017,0,3,8,0.128331482410431,0.380077630281448,7.80445528030396,0.0633072853088379,6.47794103622437,0,0,0,8.61268520355225,9.62251663208008,8.29179668426514,9.33459091186523,-0.680413246154785,-0.233493804931641,0,1,0,0,0,0,0,0,1,2.19722461700439,4.52178859710693,5.71042680740356,6.17378616333008,6.20859003067017,0.0640294771968854,0.0601536429365962,0.0558606785317019,0.0593715239154616,0.0602579254727475,0.0688090934371524,0.0343089543937709,0.0297205228031146,0.0310935761957731,0.0290600667408231,0.0283822302558398,0.0274784482758621,0.268093020022247,0.169320077864294,57536,0.880318409343715,0.0139912402669633,0.00481437708565072,0.0026765850945495,0.0864676028921023,34.5,22.3,6.1,17.3,6.47794103622437,649.088852751058,88.6411771765037,0.00685696071013808,0.0633072853088379,0.174294367432594,0.128331482410431,1.50407739677627,-1.98050159382493,3.76784185663838,2.70845028112355,3.79068091505972,2.77296380194862,1.5820246,1.260516,0.91705805,0,NA,NA,NA,NA
"01011",0.1730971129,0.0002787068,10.21924935,76.3,0.2278575424,0.0448637317,9275.93,3.8,0.293,5.3,4.8,0.113,0.17,0.155,0.441,0.223,0.231995602,9.39938e-05,0.0005639628,0.402,0.298,34.2689803420667,31.1536184927879,"011","01",1162.64755821989,1091.14269048014,3388.96776909781,1417.64651158208,1094.41088827766,54,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,10362,0.215305924415588,0.692723393440247,0.00318471342325211,0.00260567455552518,0.0778807178139687,0.0635012537240982,0.0711252689361572,0.0752750411629677,0.063983790576458,0.0645628273487091,0.0623431764543056,0.251954,0.430549,0.0339622646570206,0,24.6,33.3,14.6,7.9,0.0051978169940412,0,4.00733327865601,0,3,3,-0.105567544698715,0.364890933036804,6.08722925186157,0.00603773584589362,6.43797588348389,0,0,0,9.76715183258057,9.19380474090576,7.47420501708984,7.28344821929932,7.47420501708984,-0.520802974700928,0,0,1,0,0,0,0,0,1,0,1.7917594909668,3.55534815788269,3.91202306747437,4.00733327865601,0.0564304461942257,0.0699287589051369,0.0731158605174353,0.0742407199100112,0.0643982002249719,0.0646794150731159,0.0293400824896888,0.0270903637045369,0.0404949381327334,0.0294338207724034,0.0444319460067492,0.0286839145106862,0.278496437945257,0.146231721034871,10668,0.218035245594301,0.701068616422947,0.0026246719160105,0.0021559805024372,0.0690851143607049,32.3,15.3,8.8,20.5,6.43797588348389,592.114285714286,18.0167921250724,0.0339622646570206,0.00603773584589362,0,-0.105567544698715,1.56861591791385,-1.86433016206289,3.53424058178372,3.43893040197939,3.56300383376674,3.47052499467031,1.0470637,0.92972475,0.79190946,0,NA,NA,NA,NA
"01013",0.1439681678,0.0004434371,11.824990146,86.37,0.1866004545,0.0377930477,10407.71,6,0.274,5.3,5.1,0.105,0.172,0.164,0.406,0.228,0.4600658806,0.0001480385,0.0003454231,0.36,0.339,47.7641439512476,32.9407889318949,"013","01",1067.62542751828,1182.79373045317,3318.1102302322,1509.48711547749,1122.75770856643,218,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19998,0.522152185440063,0.441044092178345,0.0040004001930356,0.0107510751113296,0.0131013104692101,0.0587058700621128,0.0587558746337891,0.0575057491660118,0.0610561072826385,0.0550555065274239,0.0584558472037315,0.257318,0.43542,0.0246118269860744,0.233399406075478,25.4,37.7,17.4,7.6,0.0108421016484499,0,5.38907194137573,0,3,5,-0.0600235015153885,0.393189340829849,6.84438943862915,0.0513709932565689,6.65657234191895,0,0,0,7.73848819732666,10.0450305938721,7.20860052108765,9.88629055023193,7.20860052108765,2.15611553192139,0,1,0,0,0,0,0,0,1,1.0986123085022,3.98898410797119,5.0434250831604,5.37063789367676,5.38907194137573,0.0616269919338973,0.0598072004721621,0.0581841432225064,0.062118827464096,0.0595120991540429,0.0572496557151289,0.0311823726145977,0.0304446193192996,0.0298052331300413,0.0300019673421208,0.025378713358253,0.0328054298642534,0.26878811725359,0.181143025772182,20332,0.525477080464293,0.43950422978556,0.00304938028723195,0.010967932323431,0.0122958882549675,37.1,17.4,8.5,25.9,6.65657234191895,740.666666666667,27.4509450945095,0.0246118269860744,0.0513709932565689,0.233399406075478,-0.0600235015153885,1.62924053973028,-1.80788885115794,3.86627523146878,3.4947116750363,3.88699528769689,3.52461750443559,1.0470637,0.92972475,0.79190946,0,NA,NA,NA,NA
"01015",0.1421583549,0.0006642741,14.66579247,71,0.1817208446,0.0341970872,10672.9,6.1,0.223,4.9,4.9,0.129,0.15,0.148,0.39,0.238,0.5928549742,0.0008480674,0.0003426535,0.361,0.325,59.1491707630817,16.6536500206735,"015","01",1189.58676045876,973.616599869704,3317.24004521548,1299.07086895612,910.015799893704,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,195.699996948242,114611,0.726239204406738,0.207344844937325,0.00488609308376908,0.00919632520526648,0.0357731804251671,0.0641735941171646,0.0716597884893417,0.0606660805642605,0.0615734979510307,0.0586156658828259,0.0632138252258301,0.256843,0.431294,0.0149632897228003,0.167080760002136,20.5,31.8,24.5,7,0.0147668393328786,0,7.44190692901611,0,3,9,0.0326617769896984,0.375286847352982,8.60101985931396,0.0292844977229834,6.41720581054688,0,0,0,11.8720111846924,11.2352199554443,10.1073665618896,11.23499584198,0.348847389221191,1.55458927154541,0,1,0,0,0,0,0,0,1,3.29583692550659,6.12686920166016,7.13169860839844,7.41697978973389,7.44190692901611,0.0659447715771051,0.0729280720055866,0.0673759170970162,0.061409936977869,0.0601425972704779,0.0607460923692355,0.0332698226586546,0.0326749489184506,0.0355458613168263,0.0373822106887603,0.0327697838625411,0.0346061332344751,0.26979679457889,0.160141735134623,115991,0.729642817115121,0.206869498495573,0.00391409678337112,0.00866446534644929,0.0342095507410058,32.4,23.4,8,21.7,6.41720581054688,585.646406679873,198.056367591449,0.0149632897228003,0.0292844977229834,0.167080760002136,0.0326617769896984,1.58923520511658,-1.91054300521802,4.08006257110519,2.81262941286203,4.09682765617573,2.87094256203728,0.7413718,1.0124226,0.79190946,0,NA,NA,NA,NA
"01017",0.1489269456,0.0004108463,18.488085456,56.2,0.1894618834,0.0350204837,8622.91,5.6,0.258,5.1,4.9,0.12,0.161,0.155,0.395,0.208,0.611632325,0,8.78169e-05,0.38,0.326,57.6391399068004,14.654018620373,"017","01",1206.57015302226,1005.88008712685,3385.95733636799,1332.5774510543,1010.60751627162,400,0,0,0,0,0,0,0,0,0,0,0,0,0,57.4000015258789,33843,0.560440838336945,0.393493473529816,0.00254114577546716,0.0108441924676299,0.0226043798029423,0.0630558729171753,0.0641491562128067,0.0554619878530502,0.0550778582692146,0.0593328028917313,0.0645332857966423,0.258878,0.437499,0.0136598367244005,0.323005169630051,21.6,38.4,21.2,6.1,0.0117499809712172,0,5.99396133422852,0,3,6,-0.074113592505455,0.405933290719986,7.38031816482544,0.0393136739730835,6.402099609375,0,0,0,9.34013938903809,9.81743907928467,8.60849571228027,10.4574880599976,1.29460906982422,1.47016620635986,0,1,0,0,0,0,0,0,1,1.60943794250488,4.34380531311035,5.62762117385864,5.96614694595337,5.99396133422852,0.0599458249911671,0.064597809445295,0.0592097515015899,0.0562654575432811,0.055882699328701,0.062595689553645,0.0313272877164056,0.0286185372747615,0.0316806029914027,0.0329172064538924,0.0295312684018372,0.0296784830997527,0.283211635849723,0.182457896596396,33964,0.564273937109881,0.39321045813214,0.00203156283123307,0.0101872570957484,0.0198739842185844,37.3,20.7,6.7,23.9,6.402099609375,589.59928746242,57.6052256544914,0.0136598367244005,0.0393136739730835,0.323005169630051,-0.074113592505455,1.58923520511658,-1.86433016206289,4.05420184920875,2.68471460640525,4.07140239012432,2.75072766487811,1.2763326,1.3432139,1.0422066,0,NA,NA,NA,NA
"01019",0.1457916565,0.0002688482,9.9857894535,78.66,0.1824257912,0.0409717186,10866.85,7.9,0.198,4.6,4.7,0.133,0.14,0.142,0.343,0.198,0.3294855516,0.0001908178,0.0001144907,0.355,0.359,48.6561927809575,16.6455396355907,"019","01",1213.85013499901,941.078567516359,3321.75983690378,1266.08184940689,880.349950597443,227,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9000015258789,25725,0.916929066181183,0.0429154522716999,0.0055976677685976,0.00256559764966369,0.0160544216632843,0.0511564612388611,0.0557823143899441,0.0455587953329086,0.0522060245275497,0.0608746372163296,0.0676773563027382,0.26472,0.43861,0.00683491071686149,0.2860147356987,19.2,36.4,22.1,5.5,0.00878539588302374,0,5.42934560775757,0,3,5,0.073530025780201,0.449251711368561,7.08565044403076,0.0318086221814156,6.39689636230469,0,0,0,9.96829128265381,9.16649341583252,8.8890323638916,8.82025623321533,1.0645866394043,0.386227607727051,0,1,0,0,0,0,0,0,1,1.0986123085022,3.66356158256531,5.00394630432129,5.41164588928223,5.42934560775757,0.0576061776061776,0.0556370656370656,0.0482625482625483,0.0490733590733591,0.0536293436293436,0.0647876447876448,0.0301544401544402,0.0274517374517375,0.0296911196911197,0.0259459459459459,0.023976833976834,0.0242857142857143,0.294903474903475,0.208996138996139,25900,0.91957528957529,0.0432046332046332,0.00498069498069498,0.0027027027027027,0.0147104247104247,35.9,23.2,5.8,21,6.39689636230469,548.507444841025,47.2190491553066,0.00683491071686149,0.0318086221814156,0.2860147356987,0.073530025780201,1.54756250871601,-1.95192822138088,3.88477909304812,2.81214229078327,3.90512311143339,2.87048303957773,1.4291786,1.5086095,1.0422066,0,NA,NA,NA,NA
